"","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","Sunday","open.days","Monday.hour","Tuesday.hour","Thursday.hour","Wednesday.hour","Friday.hour","Saturday.hour","Sunday.hour"
"3909","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0",NA,6,11,11,11,11,12,12,NA
"3910",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"3911","0:0-0:0","9:0-17:0","9:0-17:0","9:0-18:0","9:0-18:0","9:0-16:0",NA,6,0,8,9,8,9,7,NA
"3912",NA,"12:0-22:0","12:0-22:0","12:0-22:0","12:0-23:0","13:0-23:0",NA,5,NA,10,10,10,11,10,NA
"3913","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0",NA,NA,5,8,8,8,8,8,NA,NA
"3914","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30",7,15.5,15.5,15.5,15.5,15.5,15.5,15.5
"3915",NA,"11:30-15:0","17:0-21:0","11:30-15:0","17:0-21:0","11:30-15:0","11:0-15:0",6,NA,3.5,3.5,4,4,3.5,4
"3916","16:0-2:30","16:0-2:30","16:0-2:30","16:0-2:30","16:0-2:30","12:0-2:30","12:0-2:30",7,10.5,10.5,10.5,10.5,10.5,14.5,14.5
"3917","0:0-0:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-18:0","10:0-16:0",7,0,11,11,11,11,9,6
"3918","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-1:0","11:0-1:0","11:0-23:0",7,13,13,13,13,14,14,12
"3919",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"3920","7:0-19:30","7:0-19:30","7:0-19:30","7:0-19:30","7:0-19:30","8:0-19:0",NA,6,12.5,12.5,12.5,12.5,12.5,11,NA
"3921","0:0-0:0","12:0-20:0","16:0-2:0","16:0-2:0","16:0-2:0","12:0-2:0","12:0-2:0",7,0,8,10,10,10,14,14
"3922","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0",7,15,15,15,15,15,15,15
"3923","10:0-16:0","10:0-20:0","10:0-16:0","10:0-20:0","10:0-16:0",NA,NA,5,6,10,10,6,6,NA,NA
"3924",NA,"17:0-21:0","17:0-21:0","17:0-21:0","17:0-22:0","17:0-22:0",NA,5,NA,4,4,4,5,5,NA
"3925","11:0-20:0","11:0-20:0","11:0-20:0","11:0-20:0","11:0-22:0","11:0-22:0","14:0-19:0",7,9,9,9,9,11,11,5
"3926","11:30-23:0","11:30-23:0","11:30-23:0","11:30-23:0","11:30-1:0","11:30-1:0","11:30-23:0",7,11.5,11.5,11.5,11.5,13.5,13.5,11.5
"3927","0:0-0:0","10:0-1:0","12:0-23:0","9:0-23:0","10:0-1:0","9:0-1:0","9:0-23:0",7,0,15,14,11,15,16,14
"3928",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"3929","8:0-21:0","8:0-21:0","8:0-21:0","8:0-21:0","8:0-22:0","8:0-22:0","9:0-18:0",7,13,13,13,13,14,14,9
"3930","8:0-0:0","8:0-0:0","8:0-0:0","8:0-0:0","8:0-1:0","8:0-1:0","9:0-23:0",7,16,16,16,16,17,17,14
"3931","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-0:0",7,15,15,15,15,15,15,13
"3932",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"3933","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30",7,15.5,15.5,15.5,15.5,15.5,15.5,15.5
"3934","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-22:0","11:0-22:0","11:0-19:0",7,10,10,10,10,11,11,8
"3935","6:0-19:0","6:0-19:0","6:0-19:0","6:0-19:0","6:0-19:0","6:0-19:0","6:0-19:0",7,13,13,13,13,13,13,13
"3936","17:0-2:30","17:0-2:30","17:0-2:30","17:0-2:30","17:0-2:30","13:0-2:30","13:0-2:30",7,9.5,9.5,9.5,9.5,9.5,13.5,13.5
"3937",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"3938","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0",7,10,10,10,10,10,10,10
"3939","17:0-21:30","17:0-21:30","17:0-21:30","17:0-21:30","17:0-22:30","16:0-22:30","16:0-21:0",7,4.5,4.5,4.5,4.5,5.5,6.5,5
"3940","0:0-0:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","10:30-23:0","10:30-21:0",7,0,11,11,11,12,12.5,10.5
"3941","0:0-0:0","9:0-14:0","10:0-21:0","10:0-21:0","12:0-21:0","9:0-17:0",NA,6,0,5,11,11,9,8,NA
"3942",NA,"11:0-20:0","9:30-18:0","11:0-20:0","9:30-18:0","9:30-17:0",NA,5,NA,9,9,8.5,8.5,7.5,NA
"3943","0:0-0:0","11:30-22:0","11:30-22:0","11:30-22:0","11:30-23:0","12:0-23:0","12:0-21:0",7,0,10.5,10.5,10.5,11.5,11,9
"3944","10:0-20:0","10:0-20:0","10:0-20:0","10:0-20:0","10:0-20:0","10:0-20:0","10:0-20:0",7,10,10,10,10,10,10,10
"3945","8:0-17:0","8:0-17:0","8:0-17:0","8:0-17:0","8:0-17:0","8:0-13:0",NA,6,9,9,9,9,9,5,NA
"3946",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"3947","0:0-0:0","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30",7,0,15.5,15.5,15.5,15.5,15.5,15.5
"3948",NA,"11:0-18:0","11:0-18:0","11:0-18:0","11:0-17:0","11:0-16:0",NA,5,NA,7,7,7,6,5,NA
"3949","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0",7,15,15,15,15,15,15,15
"3950","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","12:0-23:0","12:0-22:0",7,11,11,11,11,12,11,10
"3951",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"3952","11:0-16:0","11:0-19:0","12:0-21:0","11:0-23:0","11:0-0:0","11:0-0:0","11:0-22:0",7,5,8,12,9,13,13,11
"3953","17:0-22:0","17:0-22:0","17:0-22:0","17:0-22:0","17:0-23:0","17:0-23:0","11:0-15:0",7,5,5,5,5,6,6,4
"3954","17:0-2:0","17:0-2:0","17:0-2:0","17:0-2:0","17:0-2:0","17:0-2:0",NA,6,9,9,9,9,9,9,NA
"3955","0:0-0:0",NA,NA,"10:0-16:0","10:0-16:0",NA,NA,3,0,NA,6,NA,6,NA,NA
"3956","9:0-2:0","9:0-2:0","9:0-2:0","9:0-2:0","9:0-2:0","8:0-2:0","8:0-2:0",7,17,17,17,17,17,18,18
"3957","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0",NA,NA,"11:0-21:0",5,10,10,10,10,NA,NA,10
"3958","0:0-0:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-18:0","10:0-16:0",7,0,11,11,11,11,9,6
"3959","0:0-0:0","11:0-15:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0",7,0,4,15,15,15,15,15
"3960","10:0-21:0","10:0-21:0","10:0-21:0","10:0-21:0","10:0-21:0","10:0-21:0","10:0-21:0",7,11,11,11,11,11,11,11
"3961","0:0-0:0","17:0-2:30","17:0-2:30","17:0-2:30","17:0-2:30","17:0-2:30","17:0-0:0",7,0,9.5,9.5,9.5,9.5,9.5,7
"3962","6:30-2:0","6:30-2:0","6:30-2:0","6:30-2:0","6:30-2:0","6:30-2:0","7:0-21:0",7,19.5,19.5,19.5,19.5,19.5,19.5,14
"3963",NA,"9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0","9:0-16:0",NA,5,NA,8,8,8,8,7,NA
"3964",NA,NA,NA,NA,"17:0-2:0","23:0-2:0",NA,2,NA,NA,NA,NA,9,3,NA
"3965","9:30-19:0","9:30-19:0","9:30-19:0","9:30-19:0","9:30-19:0","9:0-17:0","11:0-17:0",7,9.5,9.5,9.5,9.5,9.5,8,6
"3966",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"3967","16:0-22:30","11:30-22:30","11:30-22:30","11:30-22:30","11:30-0:0","11:30-0:0","11:30-22:30",7,6.5,11,11,11,12.5,12.5,11
"3968","11:0-22:30","11:0-22:30","11:0-22:30","11:0-22:30","11:0-23:30","11:0-23:30","11:0-22:0",7,11.5,11.5,11.5,11.5,12.5,12.5,11
"3969","12:0-22:0","12:0-22:0","12:0-22:0","12:0-22:0","12:0-22:0","12:0-22:0","12:0-22:0",7,10,10,10,10,10,10,10
"3970","9:0-18:0","9:0-18:0","9:0-18:0","9:0-18:0","9:0-18:0","9:0-15:0",NA,6,9,9,9,9,9,6,NA
"3971","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30",7,15.5,15.5,15.5,15.5,15.5,15.5,15.5
"3972","11:0-20:0","11:0-20:0","11:0-20:0","11:0-20:0","11:0-21:0","11:0-21:0",NA,6,9,9,9,9,10,10,NA
"3973","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-21:0",7,11,11,11,11,11,11,10
"3974","16:0-23:0","16:0-23:0","16:0-23:0","16:0-23:0","15:0-2:0","11:0-2:0","11:0-21:0",7,7,7,7,7,11,15,10
"3975",NA,"10:30-21:0","10:30-21:0","10:30-21:0","10:30-21:0","10:30-21:0",NA,5,NA,10.5,10.5,10.5,10.5,10.5,NA
"3976","10:0-0:0","10:0-0:0","10:0-0:0","10:0-2:0","10:0-3:0","10:0-3:0","10:0-20:0",7,14,14,16,14,17,17,10
"3977","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-22:0",7,11,11,11,11,12,12,11
"3978","15:0-0:0","15:0-0:0","15:0-0:0","15:0-0:0","15:0-1:0","12:0-1:0","12:0-23:0",7,9,9,9,9,10,13,11
"3979","0:0-0:0","11:30-0:0","11:30-0:0","11:30-0:0","11:30-2:0","11:30-2:0","11:30-0:0",7,0,12.5,12.5,12.5,14.5,14.5,12.5
"3980","0:0-0:0","15:0-2:0","15:0-2:0","15:0-2:0","15:0-2:0","17:0-2:0","17:0-2:0",7,0,11,11,11,11,9,9
"3981","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30",7,15.5,15.5,15.5,15.5,15.5,15.5,15.5
"3982",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"3983",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"3984","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:59","10:30-23:59","10:30-23:0",7,12,12,12,12,12.9833333333333,13.4833333333333,12.5
"3985","15:0-21:0","15:0-21:0","15:0-21:0","15:0-21:0","15:0-22:0","15:0-22:0",NA,6,6,6,6,6,7,7,NA
"3986","17:0-0:0","17:0-0:0","17:0-0:0","17:0-0:0","16:0-1:30","16:0-1:30",NA,6,7,7,7,7,9.5,9.5,NA
"3987","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0",7,15,15,15,15,15,15,15
"3988","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-22:0",7,11,11,11,11,12,12,11
"3989","16:0-23:0","16:0-23:0","16:0-23:0","16:0-23:0","16:0-2:0","12:0-2:0",NA,6,7,7,7,7,10,14,NA
"3990","11:30-23:0","11:30-23:0","11:30-23:0","11:30-23:0","11:30-0:0","11:30-0:0","11:30-20:0",7,11.5,11.5,11.5,11.5,12.5,12.5,8.5
"3991","16:0-22:0","16:0-22:0","16:0-22:0","16:0-22:0","15:0-0:0","12:0-0:0","12:0-20:0",7,6,6,6,6,9,12,8
"3992","7:0-17:30","7:0-17:30","7:0-17:30","7:0-17:30","7:0-17:30","9:0-17:0","9:0-17:0",7,10.5,10.5,10.5,10.5,10.5,8,8
"3993","9:0-15:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-18:0","10:0-17:0",7,6,11,11,11,11,9,7
"3994",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"3995","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","12:0-23:0","12:0-22:0",7,11,11,11,11,12,11,10
"3996","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-20:45",7,11,11,11,11,11,11,9.75
"3997","16:0-2:0","16:0-2:0","16:0-2:0","16:0-2:0","16:0-2:0","16:0-2:0","16:0-2:0",7,10,10,10,10,10,10,10
"3998","0:0-0:0","15:0-22:0","15:0-22:0","15:0-22:0","15:0-23:0","14:0-23:0",NA,6,0,7,7,7,8,9,NA
"3999",NA,NA,NA,NA,"21:0-2:0","21:0-2:0",NA,2,NA,NA,NA,NA,5,5,NA
"4000",NA,"11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-21:0",6,NA,11,11,11,12,12,10
"4001",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4002",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4003","9:0-2:30","9:0-2:30","9:0-2:30","9:0-2:30","9:0-2:30","9:0-2:30","9:0-2:30",7,17.5,17.5,17.5,17.5,17.5,17.5,17.5
"4004","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-22:0",7,11,11,11,11,12,12,11
"4005","17:0-21:30","17:0-21:30","17:0-21:30","17:0-21:30","17:0-22:30","17:0-22:30","16:0-21:30",7,4.5,4.5,4.5,4.5,5.5,5.5,5.5
"4006",NA,NA,NA,"16:0-2:0","16:0-2:0","17:0-2:0","17:0-2:0",4,NA,NA,10,NA,10,9,9
"4007",NA,"15:30-21:0","15:30-21:0","15:30-21:0","15:30-22:0","10:30-22:0",NA,5,NA,5.5,5.5,5.5,6.5,11.5,NA
"4008","6:0-20:0","8:30-20:0","6:0-19:0","9:30-20:0","6:0-17:30","8:30-11:30","8:0-12:0",7,14,11.5,10.5,13,11.5,3,4
"4009","0:0-0:0","16:30-21:30","16:30-21:30","16:30-21:30","16:30-22:0","16:30-22:0","12:30-21:0",7,0,5,5,5,5.5,5.5,8.5
"4010","0:0-0:0","16:30-23:0","16:30-23:0","16:30-23:0","16:30-1:0","10:30-1:0","10:30-23:0",7,0,6.5,6.5,6.5,8.5,14.5,12.5
"4011","6:0-21:0","7:0-14:0","6:0-21:0","6:0-21:0","6:0-21:0","6:30-21:0","7:0-21:0",7,15,7,15,15,15,14.5,14
"4012","11:0-0:0","11:0-0:0","11:0-0:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-0:0",7,13,13,15,13,15,15,13
"4013",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4014",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4015",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4016","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","12:0-23:0","12:0-22:0",7,11,11,11,11,11,11,10
"4017","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30",7,15.5,15.5,15.5,15.5,15.5,15.5,15.5
"4018","14:0-2:0","14:0-2:0","14:0-2:0","14:0-2:0","14:0-2:0","14:0-2:0","14:0-2:0",7,12,12,12,12,12,12,12
"4019","11:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0","16:0-1:0",7,14,14,14,14,14,14,9
"4020","0:0-0:0","11:0-21:0","11:0-2:0","11:0-2:0","11:0-2:0","10:0-2:0","10:0-2:0",7,0,10,15,15,15,16,16
"4021","7:0-2:0","7:0-2:0","7:0-2:0","7:0-2:0","7:0-2:0","7:0-2:0","7:0-2:0",7,19,19,19,19,19,19,19
"4022","21:0-2:0","21:0-2:0","21:0-2:0","21:0-2:0","17:0-2:0","21:0-2:0",NA,6,5,5,5,5,9,5,NA
"4023","0:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-2:0","11:0-2:0","11:0-22:0",7,0,13,13,13,15,15,11
"4024",NA,NA,"16:0-20:0","16:0-20:0","16:0-20:0","12:0-20:0","12:0-17:0",5,NA,NA,4,4,4,8,5
"4025","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-21:0",7,11,11,11,11,12,12,10
"4026","0:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-2:0","11:0-2:0","11:0-0:0",7,0,13,13,13,15,15,13
"4027",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4028","15:0-22:0","15:0-22:0","15:0-22:0","15:0-23:0","15:0-23:0","12:0-23:0","12:0-18:0",7,7,7,8,7,8,11,6
"4029","0:0-0:0","10:0-16:0","10:0-16:0","10:0-16:0","10:0-16:0","9:0-14:30",NA,6,0,6,6,6,6,5.5,NA
"4030",NA,"17:0-22:0","17:0-22:0","17:0-22:0","17:0-22:0","16:30-22:30",NA,5,NA,5,5,5,5,6,NA
"4031","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-22:0",7,11,11,11,11,12,12,11
"4032","14:0-2:0","14:0-2:0","14:0-2:0","14:0-2:0","14:0-2:0","14:0-2:0","14:0-2:0",7,12,12,12,12,12,12,12
"4033","0:0-0:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","12:0-21:0","12:0-21:0",7,0,11,11,11,11,9,9
"4034","0:0-0:0","15:30-21:0","15:30-21:0","15:30-21:0","15:30-21:30","15:30-21:30",NA,6,0,5.5,5.5,5.5,6,6,NA
"4035","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","10:0-14:0",7,10,10,10,10,10,10,4
"4036",NA,"9:0-19:0","9:0-19:0","9:0-19:0","9:0-19:0","9:0-17:0",NA,5,NA,10,10,10,10,8,NA
"4037","9:0-2:30","9:0-2:30","9:0-2:30","9:0-2:30","6:0-2:30","8:0-2:30","10:0-2:30",7,17.5,17.5,17.5,17.5,20.5,18.5,16.5
"4038","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-0:0","11:0-0:0","11:0-23:0",7,12,12,12,12,13,13,12
"4039","10:30-15:0","10:30-15:0","10:30-15:0","10:30-15:0","10:30-15:0","10:30-15:0",NA,6,4.5,4.5,4.5,4.5,4.5,4.5,NA
"4040","0:0-0:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0",NA,6,0,11,11,11,12,12,NA
"4041","17:0-0:0","17:0-0:0","17:0-0:0","17:0-0:0","17:0-0:0","17:0-0:0","17:0-0:0",7,7,7,7,7,7,7,7
"4042","6:0-0:0","6:0-0:0","6:0-0:0","6:0-0:0","6:0-0:0","7:0-0:0","7:0-0:0",7,18,18,18,18,18,17,17
"4043",NA,"17:0-21:0","17:0-21:0","17:0-21:0","17:0-22:0","17:0-22:0","12:0-22:0",6,NA,4,4,4,5,5,10
"4044",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4045","9:0-20:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-18:0","10:0-17:0",7,11,11,11,11,11,9,7
"4046","16:0-23:0","16:0-23:0","16:0-23:0","16:0-23:0","16:0-1:0","12:0-1:0","12:0-22:0",7,7,7,7,7,9,13,10
"4047","11:0-0:0","11:0-1:0","11:0-1:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-23:0",7,13,14,15,14,15,15,12
"4048",NA,"15:0-0:0","15:0-0:0","15:0-0:0","12:0-1:0","12:0-1:0","12:0-22:0",6,NA,9,9,9,13,13,10
"4049","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-1:0","11:0-1:0","11:0-23:0",7,13,13,13,13,14,14,12
"4050","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:30","11:0-2:30","11:0-0:0",7,15,15,15,15,15.5,15.5,13
"4051","20:0-2:0","20:0-2:0","20:0-2:0","20:0-2:0","20:0-2:30","20:0-2:30","20:0-2:0",7,6,6,6,6,6.5,6.5,6
"4052",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4053","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0",7,13,13,13,13,13,13,13
"4054","0:0-0:0","11:0-17:0","11:0-22:0","10:0-18:0","11:0-23:0","11:0-23:0","9:0-21:0",7,0,6,8,11,12,12,12
"4055",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4056","16:0-1:0","16:0-1:0","16:0-1:0","16:0-1:0","11:0-3:0","11:0-3:0","11:0-1:0",7,9,9,9,9,16,16,14
"4057","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","10:0-21:30",7,11,11,11,11,12,12,11.5
"4058","16:0-2:0","16:0-2:0","16:0-2:0","16:0-2:0","16:0-2:0","11:0-2:0","11:0-2:0",7,10,10,10,10,10,15,15
"4059","8:0-2:30","8:0-2:30","8:0-2:30","8:0-2:30","8:0-2:30","8:0-2:30","8:0-2:30",7,18.5,18.5,18.5,18.5,18.5,18.5,18.5
"4060",NA,NA,NA,NA,"22:0-2:30","22:0-2:30",NA,2,NA,NA,NA,NA,4.5,4.5,NA
"4061","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-22:0","12:0-22:0","12:0-20:0",7,10,10,10,10,11,10,8
"4062","0:0-0:0","10:0-22:0","10:0-22:0","10:0-22:0","10:0-23:0","10:0-23:0","11:30-21:30",7,0,12,12,12,13,13,10
"4063",NA,"18:0-2:30","18:0-2:30","18:0-2:30","17:0-2:30","12:0-2:30","12:0-2:30",6,NA,8.5,8.5,8.5,9.5,14.5,14.5
"4064","9:0-20:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-20:0","8:0-17:0","10:0-16:0",7,11,11,11,11,11,9,6
"4065","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-1:0","11:0-1:0","11:0-22:0",7,12,12,12,12,14,14,11
"4066","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","12:0-2:0",7,15,15,15,15,15,15,14
"4067","0:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-1:0","8:0-1:0","8:0-0:0",7,0,13,13,13,14,17,16
"4068",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4069","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",7,0,0,0,0,0,0,0
"4070",NA,"16:0-0:0","16:0-0:0","16:0-0:0","16:0-1:0","18:0-1:0",NA,5,NA,8,8,8,9,7,NA
"4071","11:0-21:30","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","16:0-22:0",NA,6,10.5,11,11,11,11,6,NA
"4072","7:0-16:30","7:0-16:30","7:0-16:30","7:0-16:30","7:0-16:30",NA,NA,5,9.5,9.5,9.5,9.5,9.5,NA,NA
"4073","11:30-21:0","11:30-21:0","11:30-21:0","11:30-21:0","11:30-21:0","11:30-21:0","11:30-19:0",7,9.5,9.5,9.5,9.5,9.5,9.5,7.5
"4074","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-2:30","12:0-2:30",NA,6,12,12,12,12,15.5,14.5,NA
"4075",NA,"11:0-20:0","9:0-18:0","9:0-18:0","9:0-18:0","8:0-16:0",NA,5,NA,9,9,9,9,8,NA
"4076","17:0-0:0","17:0-0:0","17:0-0:0","17:0-0:0","17:0-1:30","12:0-1:30","12:0-22:0",7,7,7,7,7,8.5,13.5,10
"4077","11:30-22:0","11:30-22:0","11:30-22:0","11:30-22:0","11:30-2:30","15:0-2:30",NA,6,10.5,10.5,10.5,10.5,15,11.5,NA
"4078","17:0-1:0","17:0-1:0","17:0-1:0","17:0-1:0","17:0-4:0","17:0-4:0","17:0-1:0",7,8,8,8,8,11,11,8
"4079",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4080",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4081",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4082",NA,NA,"10:0-17:0","10:0-17:0","10:0-17:0","10:0-17:0",NA,4,NA,NA,7,7,7,7,NA
"4083","10:0-20:30","10:0-20:30","10:0-20:30","10:0-20:30","10:0-20:30","9:0-17:0",NA,6,10.5,10.5,10.5,10.5,10.5,8,NA
"4084","0:0-0:0","11:0-22:0","11:0-22:0","11:0-16:0","11:0-22:0","11:0-22:0","11:0-21:30",7,0,11,5,11,11,11,10.5
"4085","17:0-22:0","17:0-22:0","17:0-22:0","17:0-22:0","12:0-23:0","12:0-23:0","12:0-21:0",7,5,5,5,5,11,11,9
"4086","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","7:0-21:0","7:0-21:0",NA,6,10,10,10,10,14,14,NA
"4087","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-23:0","11:0-23:0","12:0-21:0",7,10,10,10,10,12,12,9
"4088","16:0-2:30","16:0-2:30","16:0-2:30","16:0-2:30","16:0-2:30","16:0-2:30","16:0-2:30",7,10.5,10.5,10.5,10.5,10.5,10.5,10.5
"4089","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-1:0","11:0-1:0","9:0-23:0",7,13,13,13,13,14,14,14
"4090","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0",7,12,12,12,12,12,12,12
"4091","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-1:0","9:0-1:0","9:0-22:0",7,11,11,11,11,14,16,13
"4092","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0",7,13,13,13,13,13,13,13
"4093","18:0-2:30","18:0-2:30","18:0-2:30","18:0-2:30","18:0-3:0","18:0-3:0","18:0-2:30",7,8.5,8.5,8.5,8.5,9,9,8.5
"4094","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0",7,15,15,15,15,15,15,15
"4095","10:0-2:0","10:0-2:0","10:0-2:0","10:0-2:0","10:0-2:30","10:0-2:30","12:0-19:0",7,16,16,16,16,16.5,16.5,7
"4096","11:0-1:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-1:0","11:0-1:0","10:0-23:0",7,14,15,15,15,14,14,13
"4097","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-1:0","11:0-1:0","12:0-20:0",7,13,13,13,13,14,14,8
